PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,wikidata_id_DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,wikidata_id_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
11350970,Instalación Deportiva Básica Avenida del Mediterráneo,,,Mini pista de patinaje,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e52d112cde58710VgnVCM1000001d4a900aRCRD,LUIS MITJANS,INST. DEPORTIVA BASICA,T,,,,,,MADRID,MADRID,,,,,Salamanca,https://wikidata.org/entity/Q1773521,443104,4472511,40.40126,-3.67048,,,,InstalacionesDeportivasBasicas, 
4540130,Instalación Deportiva Básica Camino de la Suerte,,,Campo de fútbol 11 de césped artificial.  Campo de fútbol 7 de tierra (próximamente de césped artificial).,campo de futbol 11,association football,https://wikidata.org/entity/Q2736,"Metro: CongostoBus: 54 , 142.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a6fd908b7551110VgnVCM1000000b205a0aRCRD,SUERTE,CAMINO,V,25,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447596,4469654,40.37581,-3.61733,,,,CamposEstadiosFutbol, 
4540130,Instalación Deportiva Básica Camino de la Suerte,,,,campo de futbol 7,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540101,Instalación Deportiva Básica Circuito de Automodelismo,,,Circuito de automodelismo,circuito de automodelismo,,,"Metro: CongostoBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee0b2e617551110VgnVCM1000000b205a0aRCRD,NAVAMURES,CALLE,V,2,,,,,MADRID,MADRID,28031,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,446796,4469329,40.37285,-3.62671,,,,InstalacionesDeportivasBasicas, 
4538536,Instalación Deportiva Básica Colonia Vilda,,,"2 Pistas polideportivas, (marcajes de fútbol sala y balonmano y 2 baloncestos transversales).",pista polideportiva ,,,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617f55fdb3b41110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,V,1,,,,c/v Avda. Sta. Eugenia,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448172,4470286,40.38154,-3.61058,,,,InstalacionesDeportivasBasicas, 
4538536,Instalación Deportiva Básica Colonia Vilda,,,,pista de futbol sala,futsal,https://wikidata.org/entity/Q171401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538536,Instalación Deportiva Básica Colonia Vilda,,,,pista de balonmano,handball,https://wikidata.org/entity/Q8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538536,Instalación Deportiva Básica Colonia Vilda,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352297,Instalación Deportiva Básica Eduardo Chillida,,,Pista de minibaloncesto y minifútbol.,pista de minibaloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c981763979368710VgnVCM1000001d4a900aRCRD,EDUARDO CHILLIDA,CALLE,V,1,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,450323,4468214,40.36302,-3.58507,,,,InstalacionesDeportivasBasicas, 
10927053,Instalación Deportiva Básica Jardines de José Luis Sampedro (junto al Centro Cultural Galileo),,,Circuito de bicicletas,circuito de bicicletas,cycle sport,https://wikidata.org/entity/Q2215841,"Metro: Quevedo, Moncloa Bus: 2, 12, 202",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6de45fd3c7e9610VgnVCM1000001d4a900aRCRD,JOSE LUIS SAMPEDRO,JARDIN,T,,,,,,MADRID,MADRID,,,,,Salamanca,https://wikidata.org/entity/Q1773521,439710,4476155,40.43386,-3.71082,,,,, 
10925321,Instalación Deportiva Básica Jardines del Teniente Alcalde,,,Pista polideportiva Pista de hockey Área multideportiva infantil,pista de hockey ,hockey,https://wikidata.org/entity/Q1622659,"Metro: Islas Filipinas, Canal Bus: 2, 12, 202",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59182c579bdd9610VgnVCM2000001f4a900aRCRD,Jardines del Teniente Alcalde,CALLE,V,49,,,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,Chamberí,https://wikidata.org/entity/Q1763370,440261,4476761,40.43936,-3.70437,,,,, 
4538305,Instalación Deportiva Básica La Unión,,,Unidades deportivas cubiertas:  4 Pistas de pádel.    Unidades deportivas al aire libre:  Campo de fútbol 11 de césped artificial.,pista de padel ,paddle tennis,https://wikidata.org/entity/Q1582389,"Bus: 58 , 63 , 145",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773aaae91fa41110VgnVCM1000000b205a0aRCRD,ENRIQUE GARCIA ALVAREZ,CALLE,V,58,,,,"c/v Diego Olivera Victorio, 1",MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447810,4470500,40.38345,-3.61486,,,,CamposEstadiosFutbol, 
4538305,Instalación Deportiva Básica La Unión,,,,campo de futbol 11,association football,https://wikidata.org/entity/Q2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538164,Instalación Deportiva Básica Nuestra Señora de la Torre,,,2 Campos de Fútbol (césped artificial),campo de futbol ,,,"Metro: Villa de VallecasBus: 54 , 58 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de89a56418a41110VgnVCM1000000b205a0aRCRD,PUERTO DE REINOSA,TRAVESIA,V,2,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447705,4469952,40.37851,-3.61606,,,,CamposEstadiosFutbol, 
4539403,Instalación Deportiva Básica P.A.R. Castrillo de Aza,,,Pista de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a554a9b438051110VgnVCM1000000b205a0aRCRD,SANTA EUGENIA,AVENIDA,V,1,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448343,4470808,40.38627,-3.6086,,,,InstalacionesDeportivasBasicas, 
11354193,Instalación Deportiva Básica Parkour,,,Circuito de parkour. Circuito de calistenia. Pista de minibaloncesto. Pista de patinaje.,pista de minibaloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=371ef533a3468710VgnVCM1000001d4a900aRCRD,LA GAVIA,AVENIDA,V,39,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447918,4469016,40.3701,-3.61346,,,,InstalacionesDeportivasBasicas, 
11354193,Instalación Deportiva Básica Parkour,,,,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354193,Instalación Deportiva Básica Parkour,,,,circuito de parkour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354193,Instalación Deportiva Básica Parkour,,,,circuito de calistenia,calisthenics,https://wikidata.org/entity/Q2471790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542270,Instalación Deportiva Básica Parque Real de Arganda,,,1 Pista de fútbol sala.,pista de futbol ,association football,https://wikidata.org/entity/Q2736,Metro: Villa de VallecasBus: 58,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c497740efc26210VgnVCM1000000b205a0aRCRD,REAL DE ARGANDA,CALLE,V,45,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447786,4470059,40.37949,-3.6151,,,,InstalacionesDeportivasBasicas, 
4539259,Instalación Deportiva Básica Parque Santa Eugenia,,,Pista de skate,pista de skate,skateboarding,https://wikidata.org/entity/Q842284,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2204a086b3051110VgnVCM1000000b205a0aRCRD,ZAZUAR,CALLE,V,12,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448352,4470258,40.38131,-3.60846,,,,InstalacionesDeportivasBasicas, 
11358733,Instalación Deportiva Básica Parque Villa de Vallecas,,,Pista de fútbol sala. 2 Pistas de baloncesto (transversales). Pista de skate.,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: CongostoBus: 54 , 130 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a14291fa9288710VgnVCM1000001d4a900aRCRD,PUERTO DE PORZUNA,CALLE,V,50,,,,,MADRID,MADRID,28031,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,446909,4469321,40.37278,-3.62538,,,,InstalacionesDeportivasBasicas, 
11358733,Instalación Deportiva Básica Parque Villa de Vallecas,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358733,Instalación Deportiva Básica Parque Villa de Vallecas,,,,pista de skate,skateboarding,https://wikidata.org/entity/Q842284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10923929,Instalación Deportiva Básica Parque de Enrique Herreros,,,Pista de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: Islas Filipinas, Canal Bus: 2, 12, 202",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1aa8cde26f7d9610VgnVCM1000001d4a900aRCRD,BRAVO MURILLO,CALLE,V,49,,,,,MADRID,MADRID,28003,6,VALLEHERMOSO,7,Chamberí,https://wikidata.org/entity/Q1763370,440261,4476761,40.43936,-3.70437,,,,, 
11360319,Instalación Deportiva Básica Parque del Cementerio,,,Pista polideportiva (marcajes de fútbol sala y 2 baloncestos transversales). Pista de fútbol sala.,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: Villa de VallecasBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd020c3bf9f98710VgnVCM2000001f4a900aRCRD,MONTES DE BARBANZA,CALLE,V,15,,,,,MADRID,MADRID,28031,1,CASCO H.VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447495,4469796,40.3771,-3.61851,,,,CamposEstadiosFutbol, 
11360319,Instalación Deportiva Básica Parque del Cementerio,,,,pista de futbol sala,futsal,https://wikidata.org/entity/Q171401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360319,Instalación Deportiva Básica Parque del Cementerio,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358753,Instalación Deportiva Básica Parroquia Santa Eugenia,,,Pista de fútbol sala,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4291fa9288710VgnVCM1000001d4a900aRCRD,VIRGEN DE LAS VI&amp;Ntilde;AS,CALLE,V,15,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448367,4470121,40.38008,-3.60827,,,,InstalacionesDeportivasBasicas, 
11358766,Instalación Deportiva Básica Peñaranda de Bracamonte,,,Pista de baloncesto. Pista polideportiva (marcajes de fútbol sala y balonmano).,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,Metro: CongostoBus: 142,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e5291fa9288710VgnVCM1000001d4a900aRCRD,PEÑARANDA DE BRACAMONTE,CALLE,V,4,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448710,4469592,40.37534,-3.60418,,,,InstalacionesDeportivasBasicas, 
11358766,Instalación Deportiva Básica Peñaranda de Bracamonte,,,,pista de futbol sala,futsal,https://wikidata.org/entity/Q171401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358766,Instalación Deportiva Básica Peñaranda de Bracamonte,,,,pista de balonmano,handball,https://wikidata.org/entity/Q8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358784,Instalación Deportiva Básica Pista de Patinaje,,,Pista de patinaje,pista de patinaje,skating,https://wikidata.org/entity/Q14300548,"Metro: CongostoBus: 54 , 130 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a96291fa9288710VgnVCM1000001d4a900aRCRD,PUERTO DE PORZUNA,CALLE,V,0,,,,,MADRID,MADRID,28031,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,446909,4469321,40.37278,-3.62538,,,,PistasPatinaje, 
4540082,Instalación Deportiva Básica Poza de la Sal,,,Pista de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 58 , 63 , 145",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94376b6506551110VgnVCM1000000b205a0aRCRD,POZA DE LA SAL,CALLE,V,2,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448816,4470012,40.37912,-3.60299,,,,InstalacionesDeportivasBasicas, 
4539953,Instalación Deportiva Básica Puentelarra,,,Pista de baloncesto 3 x 3,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2716c39144551110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,V,12,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448296,4470473,40.38324,-3.60914,,,,InstalacionesDeportivasBasicas, 
11358829,Instalación Deportiva Básica Puerto Lumbreras,,,Pista de baloncesto*,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: CongostoBus: 54 , 130 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89596635ec288710VgnVCM1000001d4a900aRCRD,POZA DE LA SAL,INST. DEPORTIVA BASICA,T,,,,,,MADRID,MADRID,,,,,Salamanca,https://wikidata.org/entity/Q1773521,448810,4470032,40.37931,-3.60303,,,,InstalacionesDeportivasBasicas, 
6344730,Instalación Deportiva Básica Rocódromo,,,Pista skate Boulder Monolito,,,,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2f8d4eb171f5310VgnVCM1000000b205a0aRCRD,LA GAVIA,AVENIDA,V,4,,,,c/v Avenida Cerro Milano,MADRID,MADRID,28051,1,CASCO H.VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448309,4469756,40.37679,-3.60894,,,,InstalacionesDeportivasBasicas, 
11359398,Instalación Deportiva Básica Santa Eugenia,,,2 Campos de fútbol (césped artificial),campo de futbol ,,,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a57671143788710VgnVCM1000001d4a900aRCRD,CERRO DE ALMODOVAR,CALLE,V,11,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448941,4470114,40.38005,-3.60151,,,,CamposEstadiosFutbol, 
11358863,Instalación Deportiva Básica Skate Real de Arganda,,,Bowl Pista de skate,pista de skate,skateboarding,https://wikidata.org/entity/Q842284,Metro: Villa de VallecasBus: 58,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa2a6635ec288710VgnVCM1000001d4a900aRCRD,REAL DE ARGANDA,CALLE,V,49,,,,,MADRID,MADRID,28031,2,SANTA EUGENIA,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447786,4470059,40.37949,-3.6151,,,,InstalacionesDeportivasBasicas, 
11358872,Instalación Deportiva Básica Stela Maris,,,Pista de minibaloncesto y minifútbol,pista de minibaloncesto,basketball,https://wikidata.org/entity/Q5372,Metro: CongostoBus: 142,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=346a6635ec288710VgnVCM1000001d4a900aRCRD,PEÑARANDA DE BRACAMONTE,CALLE,V,4,,,,,MADRID,MADRID,28051,3,ENSANCHE DE VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,448710,4469592,40.37534,-3.60418,,,,InstalacionesDeportivasBasicas, 
4642625,Instalación Deportiva Municipal Básica Abrantes - Colonia Velázquez,,,1 Campo de fútbol,,,,"Metro: Pan Bendito, San Francisco.Bus: 47 , 108 , 118 , 121 , 131 , 155.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d068171cef4110VgnVCM1000000b205a0aRCRD,ABRANTES,AVENIDA,V,297,,,,,MADRID,MADRID,28025,7,ABRANTES,11,Carabanchel,https://wikidata.org/entity/Q1001991,437625,4469626,40.3748,-3.73464,,,,CamposEstadiosFutbol, 
4554452,Instalación Deportiva Municipal Básica Alameda de Osuna I,,,2 Pistas de Baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Metro: El Capricho.Bus: 77 , 101 , 112 , 114 , 115 , 151.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3560735dead1110VgnVCM1000000b205a0aRCRD,BALANDRO,CALLE,V,1,,,,,MADRID,MADRID,28042,1,ALAMEDA DE OSUNA,21,Barajas,https://wikidata.org/entity/Q807230,449924,4478011,40.45125,-3.59056,,,,InstalacionesDeportivasBasicas, 
4555959,Instalación Deportiva Municipal Básica Alas,,,1 Pista de fútbol sala1 Pista de baloncesto4 Pistas de petanca,pista de futbol ,association football,https://wikidata.org/entity/Q2736,"Metro: BarajasBus: 101 , 105 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67d5c51350e1110VgnVCM1000000b205a0aRCRD,ALAS,CALLE,V,2,,,,,MADRID,MADRID,28042,4,TIMON,21,Barajas,https://wikidata.org/entity/Q807230,450428,4480316,40.47205,-3.5848,,,,CamposEstadiosFutbol, 
4555959,Instalación Deportiva Municipal Básica Alas,,,,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555959,Instalación Deportiva Municipal Básica Alas,,,,pista de petanca,petanque,https://wikidata.org/entity/Q189317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557041,Instalación Deportiva Municipal Básica Albaicín,,,1 Pista de baloncesto,pista de baloncesto,basketball,https://wikidata.org/entity/Q5372,"Bus: 60 , 76 , 78 , 81 , 116.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e518d498a5e1110VgnVCM1000000b205a0aRCRD,ALBAICIN,CALLE,V,19,,,,Orcasur,MADRID,MADRID,28041,2,ORCASUR,12,Usera,https://wikidata.org/entity/Q953368,440477,4469068,40.36818,-3.70239,,,,InstalacionesDeportivasBasicas, 
